"country","year","sex","age","num_suicides","population","suicides_100k","key","gdp","gdp_per_capita","generation","region"
"Slovenia",2013,"female","25-34",8,139622,5.73,"Slovenia2013",48116256926,24697,"Millenials","Europe & Central Asia"
"Slovenia",2013,"female","15-24",2,102771,1.95,"Slovenia2013",48116256926,24697,"Millenials","Europe & Central Asia"
"Slovenia",2013,"male","5-14",1,96956,1.03,"Slovenia2013",48116256926,24697,"Generation Z","Europe & Central Asia"
"Slovenia",2013,"female","5-14",0,91494,0,"Slovenia2013",48116256926,24697,"Generation Z","Europe & Central Asia"
"Slovenia",2014,"male","75+",51,59850,85.21,"Slovenia2014",49904928335,25569,"Silent","Europe & Central Asia"
"Slovenia",2014,"male","55-74",110,236325,46.55,"Slovenia2014",49904928335,25569,"Boomers","Europe & Central Asia"
"Slovenia",2014,"male","35-54",114,314707,36.22,"Slovenia2014",49904928335,25569,"Generation X","Europe & Central Asia"
"Slovenia",2014,"male","25-34",33,149299,22.1,"Slovenia2014",49904928335,25569,"Millenials","Europe & Central Asia"
"Slovenia",2014,"male","15-24",16,105581,15.15,"Slovenia2014",49904928335,25569,"Millenials","Europe & Central Asia"
"Slovenia",2014,"female","75+",15,112058,13.39,"Slovenia2014",49904928335,25569,"Silent","Europe & Central Asia"
"Slovenia",2014,"female","55-74",21,249169,8.43,"Slovenia2014",49904928335,25569,"Boomers","Europe & Central Asia"
"Slovenia",2014,"female","35-54",21,295872,7.1,"Slovenia2014",49904928335,25569,"Generation X","Europe & Central Asia"
"Slovenia",2014,"female","15-24",3,99794,3.01,"Slovenia2014",49904928335,25569,"Millenials","Europe & Central Asia"
"Slovenia",2014,"female","25-34",3,136448,2.2,"Slovenia2014",49904928335,25569,"Millenials","Europe & Central Asia"
"Slovenia",2014,"male","5-14",1,99080,1.01,"Slovenia2014",49904928335,25569,"Generation Z","Europe & Central Asia"
"Slovenia",2014,"female","5-14",0,93603,0,"Slovenia2014",49904928335,25569,"Generation Z","Europe & Central Asia"
"Slovenia",2015,"male","75+",62,62345,99.45,"Slovenia2015",43072415017,22036,"Silent","Europe & Central Asia"
"Slovenia",2015,"male","55-74",120,239919,50.02,"Slovenia2015",43072415017,22036,"Boomers","Europe & Central Asia"
"Slovenia",2015,"male","35-54",106,315248,33.62,"Slovenia2015",43072415017,22036,"Generation X","Europe & Central Asia"
"Slovenia",2015,"male","25-34",29,144722,20.04,"Slovenia2015",43072415017,22036,"Millenials","Europe & Central Asia"
"Slovenia",2015,"female","75+",19,114010,16.67,"Slovenia2015",43072415017,22036,"Silent","Europe & Central Asia"
"Slovenia",2015,"female","55-74",40,252261,15.86,"Slovenia2015",43072415017,22036,"Boomers","Europe & Central Asia"
"Slovenia",2015,"male","15-24",14,103331,13.55,"Slovenia2015",43072415017,22036,"Millenials","Europe & Central Asia"
"Slovenia",2015,"female","35-54",23,295637,7.78,"Slovenia2015",43072415017,22036,"Generation X","Europe & Central Asia"
"Slovenia",2015,"female","25-34",5,132806,3.76,"Slovenia2015",43072415017,22036,"Millenials","Europe & Central Asia"
"Slovenia",2015,"female","15-24",3,97579,3.07,"Slovenia2015",43072415017,22036,"Millenials","Europe & Central Asia"
"Slovenia",2015,"male","5-14",1,101184,0.99,"Slovenia2015",43072415017,22036,"Generation Z","Europe & Central Asia"
"Slovenia",2015,"female","5-14",0,95590,0,"Slovenia2015",43072415017,22036,"Generation Z","Europe & Central Asia"
"South Africa",2002,"male","35-54",67,4667760,1.44,"South Africa2002",115748110113,2769,"Boomers","Sub-Saharan Africa"
"South Africa",2002,"male","25-34",46,3829330,1.2,"South Africa2002",115748110113,2769,"Generation X","Sub-Saharan Africa"
"South Africa",2002,"male","15-24",55,4895133,1.12,"South Africa2002",115748110113,2769,"Millenials","Sub-Saharan Africa"
"South Africa",2002,"male","75+",2,205605,0.97,"South Africa2002",115748110113,2769,"Silent","Sub-Saharan Africa"
"South Africa",2002,"male","55-74",14,1702348,0.82,"South Africa2002",115748110113,2769,"Silent","Sub-Saharan Africa"
"South Africa",2002,"female","15-24",26,4851340,0.54,"South Africa2002",115748110113,2769,"Millenials","Sub-Saharan Africa"
"South Africa",2002,"female","75+",1,396984,0.25,"South Africa2002",115748110113,2769,"Silent","Sub-Saharan Africa"
"South Africa",2002,"female","55-74",4,2102686,0.19,"South Africa2002",115748110113,2769,"Silent","Sub-Saharan Africa"
"South Africa",2002,"female","35-54",9,5057440,0.18,"South Africa2002",115748110113,2769,"Boomers","Sub-Saharan Africa"
"South Africa",2002,"female","25-34",6,3871715,0.15,"South Africa2002",115748110113,2769,"Generation X","Sub-Saharan Africa"
"South Africa",2002,"male","5-14",5,5141866,0.1,"South Africa2002",115748110113,2769,"Millenials","Sub-Saharan Africa"
"South Africa",2002,"female","5-14",1,5081661,0.02,"South Africa2002",115748110113,2769,"Millenials","Sub-Saharan Africa"
"South Africa",2003,"male","75+",4,212092,1.89,"South Africa2003",175256916996,4132,"Silent","Sub-Saharan Africa"
"South Africa",2003,"male","25-34",61,3920433,1.56,"South Africa2003",175256916996,4132,"Generation X","Sub-Saharan Africa"
"South Africa",2003,"male","35-54",58,4760427,1.22,"South Africa2003",175256916996,4132,"Boomers","Sub-Saharan Africa"
"South Africa",2003,"female","75+",5,411590,1.21,"South Africa2003",175256916996,4132,"Silent","Sub-Saharan Africa"
"South Africa",2003,"male","15-24",50,4970281,1.01,"South Africa2003",175256916996,4132,"Millenials","Sub-Saharan Africa"
"South Africa",2003,"male","55-74",16,1735290,0.92,"South Africa2003",175256916996,4132,"Silent","Sub-Saharan Africa"
"South Africa",2003,"female","15-24",21,4917197,0.43,"South Africa2003",175256916996,4132,"Millenials","Sub-Saharan Africa"
"South Africa",2003,"female","35-54",17,5172481,0.33,"South Africa2003",175256916996,4132,"Boomers","Sub-Saharan Africa"
"South Africa",2003,"female","25-34",12,3937685,0.3,"South Africa2003",175256916996,4132,"Generation X","Sub-Saharan Africa"
"South Africa",2003,"female","55-74",5,2154419,0.23,"South Africa2003",175256916996,4132,"Silent","Sub-Saharan Africa"
"South Africa",2003,"male","5-14",4,5143653,0.08,"South Africa2003",175256916996,4132,"Millenials","Sub-Saharan Africa"
"South Africa",2003,"female","5-14",3,5079761,0.06,"South Africa2003",175256916996,4132,"Millenials","Sub-Saharan Africa"
"South Africa",2004,"male","75+",6,216088,2.78,"South Africa2004",228937347866,5323,"Silent","Sub-Saharan Africa"
"South Africa",2004,"male","25-34",90,4016137,2.24,"South Africa2004",228937347866,5323,"Generation X","Sub-Saharan Africa"
"South Africa",2004,"male","35-54",88,4851225,1.81,"South Africa2004",228937347866,5323,"Boomers","Sub-Saharan Africa"
"South Africa",2004,"male","55-74",31,1772427,1.75,"South Africa2004",228937347866,5323,"Silent","Sub-Saharan Africa"
"South Africa",2004,"male","15-24",71,5034637,1.41,"South Africa2004",228937347866,5323,"Millenials","Sub-Saharan Africa"
"South Africa",2004,"female","15-24",29,4974786,0.58,"South Africa2004",228937347866,5323,"Millenials","Sub-Saharan Africa"
"South Africa",2004,"female","35-54",27,5280926,0.51,"South Africa2004",228937347866,5323,"Boomers","Sub-Saharan Africa"
"South Africa",2004,"female","25-34",20,4004871,0.5,"South Africa2004",228937347866,5323,"Generation X","Sub-Saharan Africa"
"South Africa",2004,"female","75+",2,424755,0.47,"South Africa2004",228937347866,5323,"Silent","Sub-Saharan Africa"
"South Africa",2004,"female","55-74",8,2212147,0.36,"South Africa2004",228937347866,5323,"Silent","Sub-Saharan Africa"
"South Africa",2004,"male","5-14",8,5142164,0.16,"South Africa2004",228937347866,5323,"Millenials","Sub-Saharan Africa"
"South Africa",2004,"female","5-14",3,5075711,0.06,"South Africa2004",228937347866,5323,"Millenials","Sub-Saharan Africa"
"South Africa",2005,"male","75+",7,217456,3.22,"South Africa2005",257671413751,5914,"Silent","Sub-Saharan Africa"
"South Africa",2005,"male","25-34",123,4115079,2.99,"South Africa2005",257671413751,5914,"Generation X","Sub-Saharan Africa"
"South Africa",2005,"male","35-54",113,4940028,2.29,"South Africa2005",257671413751,5914,"Boomers","Sub-Saharan Africa"
"South Africa",2005,"male","15-24",84,5085130,1.65,"South Africa2005",257671413751,5914,"Millenials","Sub-Saharan Africa"
"South Africa",2005,"male","55-74",26,1814968,1.43,"South Africa2005",257671413751,5914,"Silent","Sub-Saharan Africa"
"South Africa",2005,"female","75+",6,436545,1.37,"South Africa2005",257671413751,5914,"Silent","Sub-Saharan Africa"
"South Africa",2005,"female","15-24",37,5019979,0.74,"South Africa2005",257671413751,5914,"Millenials","Sub-Saharan Africa"
"South Africa",2005,"female","55-74",13,2277534,0.57,"South Africa2005",257671413751,5914,"Silent","Sub-Saharan Africa"
"South Africa",2005,"female","35-54",24,5380632,0.45,"South Africa2005",257671413751,5914,"Boomers","Sub-Saharan Africa"
"South Africa",2005,"female","25-34",17,4074236,0.42,"South Africa2005",257671413751,5914,"Generation X","Sub-Saharan Africa"
"South Africa",2005,"female","5-14",4,5068338,0.08,"South Africa2005",257671413751,5914,"Millenials","Sub-Saharan Africa"
"South Africa",2005,"male","5-14",4,5136182,0.08,"South Africa2005",257671413751,5914,"Millenials","Sub-Saharan Africa"
"South Africa",2006,"male","75+",11,229481,4.79,"South Africa2006",271811088781,6166,"Silent","Sub-Saharan Africa"
"South Africa",2006,"male","25-34",147,4197897,3.5,"South Africa2006",271811088781,6166,"Generation X","Sub-Saharan Africa"
"South Africa",2006,"male","35-54",113,5016840,2.25,"South Africa2006",271811088781,6166,"Boomers","Sub-Saharan Africa"
"South Africa",2006,"male","55-74",39,1858272,2.1,"South Africa2006",271811088781,6166,"Silent","Sub-Saharan Africa"
"South Africa",2006,"male","15-24",98,5120804,1.91,"South Africa2006",271811088781,6166,"Millenials","Sub-Saharan Africa"
"South Africa",2006,"female","75+",5,455513,1.1,"South Africa2006",271811088781,6166,"Silent","Sub-Saharan Africa"
"South Africa",2006,"female","25-34",24,4128825,0.58,"South Africa2006",271811088781,6166,"Generation X","Sub-Saharan Africa"
"South Africa",2006,"female","15-24",29,5047676,0.57,"South Africa2006",271811088781,6166,"Millenials","Sub-Saharan Africa"
"South Africa",2006,"female","35-54",23,5474446,0.42,"South Africa2006",271811088781,6166,"Boomers","Sub-Saharan Africa"
"South Africa",2006,"female","55-74",9,2340680,0.38,"South Africa2006",271811088781,6166,"Silent","Sub-Saharan Africa"
"South Africa",2006,"male","5-14",9,5138413,0.18,"South Africa2006",271811088781,6166,"Millenials","Sub-Saharan Africa"
"South Africa",2006,"female","5-14",7,5070210,0.14,"South Africa2006",271811088781,6166,"Millenials","Sub-Saharan Africa"
"South Africa",2007,"male","25-34",86,4286162,2.01,"South Africa2007",299033511000,6708,"Generation X","Sub-Saharan Africa"
"South Africa",2007,"male","35-54",101,5090390,1.98,"South Africa2007",299033511000,6708,"Boomers","Sub-Saharan Africa"
"South Africa",2007,"male","15-24",92,5143929,1.79,"South Africa2007",299033511000,6708,"Millenials","Sub-Saharan Africa"
"South Africa",2007,"female","75+",7,472676,1.48,"South Africa2007",299033511000,6708,"Silent","Sub-Saharan Africa"
"South Africa",2007,"male","55-74",25,1905779,1.31,"South Africa2007",299033511000,6708,"Silent","Sub-Saharan Africa"
"South Africa",2007,"male","75+",3,239229,1.25,"South Africa2007",299033511000,6708,"Silent","Sub-Saharan Africa"
"South Africa",2007,"female","15-24",38,5065647,0.75,"South Africa2007",299033511000,6708,"Millenials","Sub-Saharan Africa"
"South Africa",2007,"female","35-54",28,5558737,0.5,"South Africa2007",299033511000,6708,"Boomers","Sub-Saharan Africa"
"South Africa",2007,"female","55-74",11,2411075,0.46,"South Africa2007",299033511000,6708,"Silent","Sub-Saharan Africa"
"South Africa",2007,"female","25-34",18,4186842,0.43,"South Africa2007",299033511000,6708,"Generation X","Sub-Saharan Africa"
"South Africa",2007,"male","5-14",6,5142720,0.12,"South Africa2007",299033511000,6708,"Generation Z","Sub-Saharan Africa"
"South Africa",2007,"female","5-14",2,5074249,0.04,"South Africa2007",299033511000,6708,"Generation Z","Sub-Saharan Africa"
"South Africa",2008,"male","75+",9,272288,3.31,"South Africa2008",287099991517,6573,"Silent","Sub-Saharan Africa"
"South Africa",2008,"male","25-34",103,3943063,2.61,"South Africa2008",287099991517,6573,"Generation X","Sub-Saharan Africa"
"South Africa",2008,"male","35-54",112,4596136,2.44,"South Africa2008",287099991517,6573,"Boomers","Sub-Saharan Africa"
"South Africa",2008,"male","15-24",92,4976793,1.85,"South Africa2008",287099991517,6573,"Millenials","Sub-Saharan Africa"
"South Africa",2008,"male","55-74",27,1965744,1.37,"South Africa2008",287099991517,6573,"Silent","Sub-Saharan Africa"
"South Africa",2008,"female","15-24",35,5015977,0.7,"South Africa2008",287099991517,6573,"Millenials","Sub-Saharan Africa"
"South Africa",2008,"female","35-54",26,5219348,0.5,"South Africa2008",287099991517,6573,"Boomers","Sub-Saharan Africa"
"South Africa",2008,"female","25-34",20,4284107,0.47,"South Africa2008",287099991517,6573,"Generation X","Sub-Saharan Africa"
"South Africa",2008,"female","75+",2,464061,0.43,"South Africa2008",287099991517,6573,"Silent","Sub-Saharan Africa"
"South Africa",2008,"female","55-74",8,2481274,0.32,"South Africa2008",287099991517,6573,"Silent","Sub-Saharan Africa"
"South Africa",2008,"female","5-14",4,5197475,0.08,"South Africa2008",287099991517,6573,"Generation Z","Sub-Saharan Africa"
"South Africa",2008,"male","5-14",3,5264320,0.06,"South Africa2008",287099991517,6573,"Generation Z","Sub-Saharan Africa"
"South Africa",2009,"male","25-34",80,4482123,1.78,"South Africa2009",297216730669,6517,"Generation X","Sub-Saharan Africa"
"South Africa",2009,"male","55-74",34,2011938,1.69,"South Africa2009",297216730669,6517,"Silent","Sub-Saharan Africa"
"South Africa",2009,"male","75+",4,249921,1.6,"South Africa2009",297216730669,6517,"Silent","Sub-Saharan Africa"
"South Africa",2009,"male","35-54",79,5245122,1.51,"South Africa2009",297216730669,6517,"Boomers","Sub-Saharan Africa"
"South Africa",2009,"male","15-24",77,5166324,1.49,"South Africa2009",297216730669,6517,"Millenials","Sub-Saharan Africa"
"South Africa",2009,"female","15-24",36,5087135,0.71,"South Africa2009",297216730669,6517,"Millenials","Sub-Saharan Africa"
"South Africa",2009,"female","75+",3,502919,0.6,"South Africa2009",297216730669,6517,"Silent","Sub-Saharan Africa"
"South Africa",2009,"female","35-54",25,5714588,0.44,"South Africa2009",297216730669,6517,"Boomers","Sub-Saharan Africa"
"South Africa",2009,"female","25-34",18,4321786,0.42,"South Africa2009",297216730669,6517,"Generation X","Sub-Saharan Africa"
"South Africa",2009,"female","55-74",8,2569004,0.31,"South Africa2009",297216730669,6517,"Silent","Sub-Saharan Africa"
"South Africa",2009,"male","5-14",6,5162677,0.12,"South Africa2009",297216730669,6517,"Generation Z","Sub-Saharan Africa"
"South Africa",2009,"female","5-14",2,5093511,0.04,"South Africa2009",297216730669,6517,"Generation Z","Sub-Saharan Africa"
"South Africa",2010,"male","75+",9,250341,3.6,"South Africa2010",375298134440,8128,"Silent","Sub-Saharan Africa"
"South Africa",2010,"male","25-34",106,4588964,2.31,"South Africa2010",375298134440,8128,"Generation X","Sub-Saharan Africa"
"South Africa",2010,"male","55-74",35,2069020,1.69,"South Africa2010",375298134440,8128,"Silent","Sub-Saharan Africa"
"South Africa",2010,"male","35-54",85,5336625,1.59,"South Africa2010",375298134440,8128,"Generation X","Sub-Saharan Africa"
"South Africa",2010,"male","15-24",56,5175095,1.08,"South Africa2010",375298134440,8128,"Millenials","Sub-Saharan Africa"
"South Africa",2010,"female","75+",4,516647,0.77,"South Africa2010",375298134440,8128,"Silent","Sub-Saharan Africa"
"South Africa",2010,"female","15-24",32,5099408,0.63,"South Africa2010",375298134440,8128,"Millenials","Sub-Saharan Africa"
"South Africa",2010,"female","35-54",28,5795087,0.48,"South Africa2010",375298134440,8128,"Generation X","Sub-Saharan Africa"
"South Africa",2010,"female","25-34",20,4402203,0.45,"South Africa2010",375298134440,8128,"Generation X","Sub-Saharan Africa"
"South Africa",2010,"female","55-74",8,2654031,0.3,"South Africa2010",375298134440,8128,"Silent","Sub-Saharan Africa"
"South Africa",2010,"male","5-14",8,5179048,0.15,"South Africa2010",375298134440,8128,"Generation Z","Sub-Saharan Africa"
"South Africa",2010,"female","5-14",2,5109731,0.04,"South Africa2010",375298134440,8128,"Generation Z","Sub-Saharan Africa"
"South Africa",2011,"male","25-34",88,4671416,1.88,"South Africa2011",416878162441,8906,"Millenials","Sub-Saharan Africa"
"South Africa",2011,"male","35-54",87,5470606,1.59,"South Africa2011",416878162441,8906,"Generation X","Sub-Saharan Africa"
"South Africa",2011,"male","15-24",77,5175523,1.49,"South Africa2011",416878162441,8906,"Millenials","Sub-Saharan Africa"
"South Africa",2011,"male","55-74",28,2131366,1.31,"South Africa2011",416878162441,8906,"Boomers","Sub-Saharan Africa"
"South Africa",2011,"male","75+",2,262348,0.76,"South Africa2011",416878162441,8906,"Silent","Sub-Saharan Africa"
"South Africa",2011,"female","75+",4,538536,0.74,"South Africa2011",416878162441,8906,"Silent","Sub-Saharan Africa"
"South Africa",2011,"female","15-24",34,5097135,0.67,"South Africa2011",416878162441,8906,"Millenials","Sub-Saharan Africa"
"South Africa",2011,"female","25-34",15,4483203,0.33,"South Africa2011",416878162441,8906,"Millenials","Sub-Saharan Africa"
"South Africa",2011,"female","55-74",7,2742168,0.26,"South Africa2011",416878162441,8906,"Boomers","Sub-Saharan Africa"
"South Africa",2011,"female","35-54",13,5909995,0.22,"South Africa2011",416878162441,8906,"Generation X","Sub-Saharan Africa"
"South Africa",2011,"female","5-14",2,5126281,0.04,"South Africa2011",416878162441,8906,"Generation Z","Sub-Saharan Africa"
"South Africa",2011,"male","5-14",1,5198162,0.02,"South Africa2011",416878162441,8906,"Generation Z","Sub-Saharan Africa"
"South Africa",2012,"male","75+",8,271907,2.94,"South Africa2012",396332702639,8347,"Silent","Sub-Saharan Africa"
"South Africa",2012,"male","25-34",128,4757896,2.69,"South Africa2012",396332702639,8347,"Millenials","Sub-Saharan Africa"
"South Africa",2012,"male","15-24",107,5178479,2.07,"South Africa2012",396332702639,8347,"Millenials","Sub-Saharan Africa"
"South Africa",2012,"male","55-74",35,2198707,1.59,"South Africa2012",396332702639,8347,"Boomers","Sub-Saharan Africa"
"South Africa",2012,"male","35-54",88,5612118,1.57,"South Africa2012",396332702639,8347,"Generation X","Sub-Saharan Africa"
"South Africa",2012,"female","15-24",48,5096625,0.94,"South Africa2012",396332702639,8347,"Millenials","Sub-Saharan Africa"
"South Africa",2012,"female","55-74",13,2837036,0.46,"South Africa2012",396332702639,8347,"Boomers","Sub-Saharan Africa"
"South Africa",2012,"female","35-54",26,6027847,0.43,"South Africa2012",396332702639,8347,"Generation X","Sub-Saharan Africa"
"South Africa",2012,"female","25-34",19,4571162,0.42,"South Africa2012",396332702639,8347,"Millenials","Sub-Saharan Africa"
"South Africa",2012,"female","75+",1,559272,0.18,"South Africa2012",396332702639,8347,"Silent","Sub-Saharan Africa"
"South Africa",2012,"female","5-14",7,5149736,0.14,"South Africa2012",396332702639,8347,"Generation Z","Sub-Saharan Africa"
"South Africa",2012,"male","5-14",7,5223471,0.13,"South Africa2012",396332702639,8347,"Generation Z","Sub-Saharan Africa"
"South Africa",2013,"male","25-34",164,4845315,3.38,"South Africa2013",366829390479,7612,"Millenials","Sub-Saharan Africa"
"South Africa",2013,"male","15-24",119,5182542,2.3,"South Africa2013",366829390479,7612,"Millenials","Sub-Saharan Africa"
"South Africa",2013,"male","35-54",128,5759158,2.22,"South Africa2013",366829390479,7612,"Generation X","Sub-Saharan Africa"
"South Africa",2013,"male","55-74",44,2270829,1.94,"South Africa2013",366829390479,7612,"Boomers","Sub-Saharan Africa"
"South Africa",2013,"male","75+",5,278931,1.79,"South Africa2013",366829390479,7612,"Silent","Sub-Saharan Africa"
"South Africa",2013,"female","75+",4,578958,0.69,"South Africa2013",366829390479,7612,"Silent","Sub-Saharan Africa"
"South Africa",2013,"female","25-34",32,4661719,0.69,"South Africa2013",366829390479,7612,"Millenials","Sub-Saharan Africa"
"South Africa",2013,"female","15-24",32,5097679,0.63,"South Africa2013",366829390479,7612,"Millenials","Sub-Saharan Africa"
"South Africa",2013,"female","55-74",15,2938056,0.51,"South Africa2013",366829390479,7612,"Boomers","Sub-Saharan Africa"
"South Africa",2013,"female","35-54",29,6147849,0.47,"South Africa2013",366829390479,7612,"Generation X","Sub-Saharan Africa"
"South Africa",2013,"female","5-14",8,5178408,0.15,"South Africa2013",366829390479,7612,"Generation Z","Sub-Saharan Africa"
"South Africa",2013,"male","5-14",7,5253255,0.13,"South Africa2013",366829390479,7612,"Generation Z","Sub-Saharan Africa"
"South Africa",2014,"male","25-34",154,4927939,3.13,"South Africa2014",350904575292,7174,"Millenials","Sub-Saharan Africa"
"South Africa",2014,"male","75+",8,283529,2.82,"South Africa2014",350904575292,7174,"Silent","Sub-Saharan Africa"
"South Africa",2014,"male","15-24",126,5186816,2.43,"South Africa2014",350904575292,7174,"Millenials","Sub-Saharan Africa"
"South Africa",2014,"male","35-54",127,5910695,2.15,"South Africa2014",350904575292,7174,"Generation X","Sub-Saharan Africa"
"South Africa",2014,"male","55-74",40,2347004,1.7,"South Africa2014",350904575292,7174,"Boomers","Sub-Saharan Africa"
"South Africa",2014,"female","15-24",50,5100812,0.98,"South Africa2014",350904575292,7174,"Millenials","Sub-Saharan Africa"
"South Africa",2014,"female","25-34",32,4747193,0.67,"South Africa2014",350904575292,7174,"Millenials","Sub-Saharan Africa"
"South Africa",2014,"female","35-54",23,6270420,0.37,"South Africa2014",350904575292,7174,"Generation X","Sub-Saharan Africa"
"South Africa",2014,"female","55-74",11,3044479,0.36,"South Africa2014",350904575292,7174,"Boomers","Sub-Saharan Africa"
"South Africa",2014,"female","75+",2,597700,0.33,"South Africa2014",350904575292,7174,"Silent","Sub-Saharan Africa"
"South Africa",2014,"male","5-14",4,5285360,0.08,"South Africa2014",350904575292,7174,"Generation Z","Sub-Saharan Africa"
"South Africa",2014,"female","5-14",3,5210182,0.06,"South Africa2014",350904575292,7174,"Generation Z","Sub-Saharan Africa"
"South Africa",2015,"male","75+",8,285743,2.8,"South Africa2015",317741039198,6403,"Silent","Sub-Saharan Africa"
"South Africa",2015,"male","25-34",126,5001052,2.52,"South Africa2015",317741039198,6403,"Millenials","Sub-Saharan Africa"
"South Africa",2015,"male","15-24",90,5190482,1.73,"South Africa2015",317741039198,6403,"Millenials","Sub-Saharan Africa"
"South Africa",2015,"male","55-74",41,2426511,1.69,"South Africa2015",317741039198,6403,"Boomers","Sub-Saharan Africa"
"South Africa",2015,"male","35-54",101,6066751,1.66,"South Africa2015",317741039198,6403,"Generation X","Sub-Saharan Africa"
"South Africa",2015,"female","15-24",34,5105930,0.67,"South Africa2015",317741039198,6403,"Millenials","Sub-Saharan Africa"
"South Africa",2015,"female","25-34",27,4822164,0.56,"South Africa2015",317741039198,6403,"Millenials","Sub-Saharan Africa"
"South Africa",2015,"female","35-54",26,6396045,0.41,"South Africa2015",317741039198,6403,"Generation X","Sub-Saharan Africa"
"South Africa",2015,"female","75+",2,615701,0.32,"South Africa2015",317741039198,6403,"Silent","Sub-Saharan Africa"
"South Africa",2015,"female","55-74",10,3155486,0.32,"South Africa2015",317741039198,6403,"Boomers","Sub-Saharan Africa"
"South Africa",2015,"male","5-14",11,5318168,0.21,"South Africa2015",317741039198,6403,"Generation Z","Sub-Saharan Africa"
"South Africa",2015,"female","5-14",6,5243427,0.11,"South Africa2015",317741039198,6403,"Generation Z","Sub-Saharan Africa"
"Spain",2002,"male","75+",498,1171341,42.52,"Spain2002",705145868624,17924,"Silent","Europe & Central Asia"
"Spain",2002,"male","55-74",688,3804296,18.08,"Spain2002",705145868624,17924,"Silent","Europe & Central Asia"
"Spain",2002,"male","35-54",752,5784305,13,"Spain2002",705145868624,17924,"Boomers","Europe & Central Asia"
"Spain",2002,"male","25-34",414,3566812,11.61,"Spain2002",705145868624,17924,"Generation X","Europe & Central Asia"
"Spain",2002,"female","75+",154,1934508,7.96,"Spain2002",705145868624,17924,"Silent","Europe & Central Asia"
"Spain",2002,"male","15-24",196,2855801,6.86,"Spain2002",705145868624,17924,"Millenials","Europe & Central Asia"
"Spain",2002,"female","55-74",268,4260724,6.29,"Spain2002",705145868624,17924,"Silent","Europe & Central Asia"
"Spain",2002,"female","35-54",245,5794565,4.23,"Spain2002",705145868624,17924,"Boomers","Europe & Central Asia"
"Spain",2002,"female","25-34",103,3417162,3.01,"Spain2002",705145868624,17924,"Generation X","Europe & Central Asia"
"Spain",2002,"female","15-24",46,2719911,1.69,"Spain2002",705145868624,17924,"Millenials","Europe & Central Asia"
"Spain",2002,"male","5-14",7,2069866,0.34,"Spain2002",705145868624,17924,"Millenials","Europe & Central Asia"
"Spain",2002,"female","5-14",1,1961320,0.05,"Spain2002",705145868624,17924,"Millenials","Europe & Central Asia"
"Spain",2003,"male","75+",523,1219166,42.9,"Spain2003",906853273138,22701,"Silent","Europe & Central Asia"
"Spain",2003,"male","55-74",676,3855429,17.53,"Spain2003",906853273138,22701,"Silent","Europe & Central Asia"
"Spain",2003,"male","35-54",799,5955985,13.42,"Spain2003",906853273138,22701,"Boomers","Europe & Central Asia"
"Spain",2003,"male","25-34",459,3667417,12.52,"Spain2003",906853273138,22701,"Generation X","Europe & Central Asia"
"Spain",2003,"female","75+",162,1997884,8.11,"Spain2003",906853273138,22701,"Silent","Europe & Central Asia"
"Spain",2003,"male","15-24",191,2795116,6.83,"Spain2003",906853273138,22701,"Millenials","Europe & Central Asia"
"Spain",2003,"female","55-74",250,4309104,5.8,"Spain2003",906853273138,22701,"Silent","Europe & Central Asia"
"Spain",2003,"female","35-54",266,5948492,4.47,"Spain2003",906853273138,22701,"Boomers","Europe & Central Asia"
"Spain",2003,"female","25-34",93,3492577,2.66,"Spain2003",906853273138,22701,"Generation X","Europe & Central Asia"
"Spain",2003,"female","15-24",56,2663400,2.1,"Spain2003",906853273138,22701,"Millenials","Europe & Central Asia"
"Spain",2003,"male","5-14",2,2075819,0.1,"Spain2003",906853273138,22701,"Millenials","Europe & Central Asia"
"Spain",2003,"female","5-14",1,1967167,0.05,"Spain2003",906853273138,22701,"Millenials","Europe & Central Asia"
"Spain",2004,"male","75+",498,1269270,39.24,"Spain2004",1069555500372,26372,"Silent","Europe & Central Asia"
"Spain",2004,"male","55-74",659,3906640,16.87,"Spain2004",1069555500372,26372,"Silent","Europe & Central Asia"
"Spain",2004,"male","35-54",887,6135485,14.46,"Spain2004",1069555500372,26372,"Boomers","Europe & Central Asia"
"Spain",2004,"male","25-34",421,3758199,11.2,"Spain2004",1069555500372,26372,"Generation X","Europe & Central Asia"
"Spain",2004,"female","75+",183,2064141,8.87,"Spain2004",1069555500372,26372,"Silent","Europe & Central Asia"
"Spain",2004,"male","15-24",175,2735115,6.4,"Spain2004",1069555500372,26372,"Millenials","Europe & Central Asia"
"Spain",2004,"female","55-74",261,4356779,5.99,"Spain2004",1069555500372,26372,"Silent","Europe & Central Asia"
"Spain",2004,"female","35-54",267,6105697,4.37,"Spain2004",1069555500372,26372,"Boomers","Europe & Central Asia"
"Spain",2004,"female","25-34",89,3558696,2.5,"Spain2004",1069555500372,26372,"Generation X","Europe & Central Asia"
"Spain",2004,"female","15-24",56,2605983,2.15,"Spain2004",1069555500372,26372,"Millenials","Europe & Central Asia"
"Spain",2004,"male","5-14",11,2084465,0.53,"Spain2004",1069555500372,26372,"Millenials","Europe & Central Asia"
"Spain",2004,"female","5-14",1,1975353,0.05,"Spain2004",1069555500372,26372,"Millenials","Europe & Central Asia"
"Spain",2005,"male","75+",508,1321048,38.45,"Spain2005",1157276458152,28092,"Silent","Europe & Central Asia"
